InvoiceID,SellerID,BuyerID,TaxID,DeviceID,Payment_methodID,CancelReasonID,ErrorTypeID,InvoiceTotal_amount,subtotal_amount,tax_amount,discount_amount,invoice_Date,invoice_ModifiedDate
5238,117,1261,3,35,5,4.0,4.0,18332.7,15941.48,2391.22,0.0,03-22-25,04-03-25
5239,7,1043,4,22,4,1.0,5.0,30202.61,29700.29,4455.04,3952.72,09-20-24,02-16-25
5240,212,329,2,9,3,3.0,4.0,53420.120000000003,46452.28,6967.84,0.0,09-15-23,09-08-24
5241,485,993,3,20,2,4.0,4.0,15036.260000000000,14739.76,2210.96,1914.46,04-13-25,06-14-25
5242,394,722,1,47,2,3.0,2.0,8731.73,7592.81,1138.92,0.0,09-17-23,01-16-25
5243,231,1511,1,34,5,1.0,4.0,47317.62,41145.76,6171.86,0.0,12-25-24,01-29-25
5244,357,517,1,18,1,4.0,1.0,14229.379999999999,12373.37,1856.01,0.0,10-19-23,12-28-24
5245,117,1498,3,9,2,5.0,3.0,44946.71,39084.1,5862.61,0.0,08-11-23,11-25-23
5246,192,1843,4,5,5,4.0,3.0,44543.71000000000,38733.66,5810.05,0.0,11-20-23,11-05-24
5247,164,1017,2,20,5,5.0,3.0,18919.049999999999,18475.49,2771.32,2327.76,08-06-24,01-05-25
5248,266,778,5,10,1,5.0,5.0,7027.77,6111.1,916.67,0.0,08-14-23,02-22-25
5249,488,605,1,32,1,,1.0,56287.66,48945.79,7341.87,0.0,08-14-23,08-22-23
5250,183,1206,2,35,2,5.0,4.0,47144.78,40995.46,6149.32,0.0,09-25-24,10-21-24
5251,186,1478,2,26,3,5.0,1.0,48977.09,42588.77,6388.32,0.0,01-28-24,01-28-24
5252,23,1546,1,49,1,4.0,4.0,45142.78,39254.59,5888.19,0.0,09-26-24,03-19-25
5253,23,435,1,27,5,3.0,2.0,19512.43,16967.33,2545.1,0.0,11-18-24,12-18-24
5254,138,1973,4,15,1,3.0,3.0,15540.9,13513.83,2027.07,0.0,09-06-23,01-18-25
5255,252,1125,4,3,2,3.0,4.0,46159.63,40138.81,6020.82,0.0,04-05-25,04-21-25
5256,226,311,3,4,2,3.0,2.0,55039.86,47860.75,7179.11,0.0,07-13-24,10-15-24
5257,461,1316,1,45,5,5.0,2.0,1413.8099999999999,1432.72,214.91,233.82,01-05-24,05-02-25
5258,194,672,2,6,5,5.0,3.0,24114.81,20969.4,3145.41,0.0,08-31-23,08-16-24
5259,289,59,2,46,3,4.0,3.0,17734.29,15421.12,2313.17,0.0,03-25-25,04-18-25
5260,220,75,1,28,1,4.0,4.0,32279.45,28069.09,4210.36,0.0,07-02-24,12-02-24
5261,458,1050,3,34,1,3.0,5.0,34927.06,30371.36,4555.7,0.0,04-03-24,12-20-24
5262,62,296,3,11,4,5.0,1.0,16225.910000000000,16275.6,2441.34,2491.03,08-13-23,04-16-25
5263,212,177,5,1,5,2.0,2.0,47378.23,43261.48,6489.22,2372.47,03-30-24,05-15-24
5264,249,445,5,31,2,5.0,3.0,57225.93,49761.68,7464.25,0.0,10-17-24,01-02-25
5265,17,1645,1,29,5,1.0,3.0,21212.9,18446.0,2766.9,0.0,06-20-24,11-01-24
5266,12,604,3,32,3,4.0,5.0,22598.830000000002,19763.76,2964.56,129.49,02-04-25,02-04-25
5267,426,540,4,17,1,5.0,2.0,37370.53,32496.11,4874.42,0.0,04-04-24,07-14-24
5268,375,1100,4,27,2,1.0,3.0,7184.650000000000,6247.52,937.13,0.0,12-02-24,12-11-24
5269,310,1417,3,30,4,1.0,3.0,26288.51,23211.78,3481.77,405.04,04-04-25,06-04-25
5270,293,1369,5,24,3,3.0,1.0,22111.61,22167.17,3325.08,3380.64,12-22-24,05-08-25
5271,110,1502,3,25,5,3.0,2.0,36415.1,38173.79,5726.07,7484.76,04-11-25,05-01-25
5272,405,1584,2,49,4,2.0,1.0,4598.450000000000,4134.26,620.14,155.95,07-01-24,05-14-25
5273,430,1883,5,10,3,3.0,,23591.85,24680.77,3702.12,4791.04,04-27-25,05-06-25
5274,149,842,5,4,2,4.0,2.0,23353.799999999999,20307.65,3046.15,0.0,12-09-24,12-28-24
5275,141,1624,2,30,3,1.0,1.0,6616.39,5753.38,863.01,0.0,12-21-23,01-20-25
5276,252,1481,5,8,2,4.0,4.0,16361.770000000000,14227.63,2134.14,0.0,06-03-25,06-18-25
5277,253,1370,4,45,3,4.0,1.0,42078.16,40052.47,6007.87,3982.18,05-24-24,06-27-24
5278,345,1728,1,7,5,2.0,4.0,42192.39,44343.21,6651.48,8802.3,03-28-24,11-19-24
5279,305,1845,4,4,3,4.0,4.0,26294.009999999998,22864.36,3429.65,0.0,12-28-24,05-17-25
5280,288,1684,2,10,4,,3.0,52820.82,45931.15,6889.67,0.0,12-28-24,12-28-24
5281,268,1798,3,15,3,1.0,3.0,14473.280000000001,12585.46,1887.82,0.0,08-01-23,04-17-25
5282,479,1438,4,44,3,1.0,4.0,13301.65,11566.65,1735.0,0.0,08-13-24,04-18-25
5283,121,332,4,26,4,2.0,3.0,15699.59,13651.82,2047.77,0.0,11-20-24,11-24-24
5284,47,1134,3,8,3,3.0,4.0,45157.95,39267.78,5890.17,0.0,11-10-23,03-23-24
5285,447,903,5,42,5,,1.0,47996.1,41735.74,6260.36,0.0,08-13-23,08-13-23
5286,98,519,5,35,1,2.0,3.0,55174.78,47978.07,7196.71,0.0,02-05-24,06-04-24
5287,290,315,3,33,2,1.0,1.0,35705.65,33279.63,4991.94,2565.92,08-29-24,09-17-24
5288,30,1029,4,22,5,3.0,5.0,42567.3,37015.04,5552.26,0.0,08-13-23,06-11-24
5289,407,1369,5,26,3,1.0,1.0,459.44999999999999,409.0,61.35,10.9,02-16-24,06-19-25
5290,93,1002,3,34,3,2.0,2.0,6579.62,5721.41,858.21,0.0,10-10-24,06-13-25
5291,79,1555,3,6,1,5.0,1.0,44838.49,38989.99,5848.5,0.0,06-25-24,01-15-25
5292,407,36,5,50,5,3.0,5.0,50195.84,47551.77,7132.77,4488.7,12-13-23,12-04-24
5293,339,1906,2,16,1,3.0,1.0,3111.37,3214.46,482.17,585.26,10-22-24,11-30-24
5294,389,1120,4,5,3,2.0,1.0,42755.38,42691.03,6403.65,6339.3,02-16-24,06-29-24
5295,120,144,5,8,4,2.0,4.0,34721.02,30192.19,4528.83,0.0,04-20-25,05-08-25
5296,172,1673,2,29,3,3.0,2.0,13335.64,12630.71,1894.61,1189.68,11-01-23,08-24-24
5297,360,556,1,36,1,1.0,1.0,17841.08,18708.56,2806.28,3673.76,05-11-24,08-04-24
5298,260,1815,5,41,3,2.0,4.0,14033.45,12644.27,1896.64,507.46,02-08-24,09-08-24
5299,66,900,2,37,2,1.0,1.0,48631.89,42288.6,6343.29,0.0,01-20-25,06-18-25
5300,141,991,5,13,2,1.0,5.0,18507.54,16093.51,2414.03,0.0,04-19-25,04-20-25
5301,42,1675,1,32,4,,4.0,17851.669999999998,15523.19,2328.48,0.0,05-11-24,05-22-24
5302,422,940,1,12,3,1.0,5.0,31951.76,31177.3,4676.59,3902.13,04-17-25,05-02-25
5303,425,667,5,40,3,1.0,2.0,48061.82,41792.89,6268.93,0.0,10-19-23,06-26-24
5304,236,3,3,42,3,4.0,2.0,45655.76,39700.66,5955.1,0.0,02-16-25,05-01-25
5305,140,417,1,47,3,2.0,5.0,17857.0,15527.83,2329.17,0.0,11-10-23,03-06-25
5306,102,113,2,46,5,5.0,3.0,13856.85,12325.13,1848.77,317.05,01-18-24,06-13-25
5307,82,672,2,10,3,1.0,3.0,803.96,699.1,104.86,0.0,01-27-24,02-27-24
5308,225,1991,3,4,5,5.0,,10911.43,9488.2,1423.23,0.0,02-13-24,01-10-25
5309,406,21,1,16,1,2.0,5.0,11794.920000000000,11643.73,1746.56,1595.37,03-15-25,06-20-25
5310,454,898,1,49,3,1.0,2.0,9336.46,8496.97,1274.55,435.06,11-21-23,11-29-24
5311,158,725,1,33,2,3.0,5.0,41937.019999999997,36466.97,5470.05,0.0,10-15-24,11-08-24
5312,264,946,4,37,4,3.0,4.0,15854.59,13786.6,2067.99,0.0,11-27-23,11-11-24
5313,259,34,4,46,5,5.0,5.0,56773.17,49367.97,7405.2,0.0,01-21-25,06-03-25
5314,494,1721,3,46,5,2.0,,39338.760000000002,38439.68,5765.95,4866.87,05-13-25,05-21-25
5315,389,639,2,15,2,3.0,3.0,32662.919999999998,30539.98,4581.0,2458.06,11-03-24,06-17-25
5316,209,1432,3,1,1,4.0,5.0,46272.23,48082.75,7212.41,9022.93,08-01-24,05-08-25
5317,267,1209,2,15,4,3.0,5.0,17548.56,15259.62,2288.94,0.0,12-27-24,03-05-25
5318,13,1769,3,31,2,5.0,3.0,28117.79,24450.25,3667.54,0.0,09-07-24,12-17-24
5319,65,578,1,35,4,4.0,4.0,46518.91,40451.23,6067.68,0.0,04-26-25,05-16-25
5320,196,1262,3,16,3,4.0,2.0,1761.3,1595.63,239.34,73.67,01-05-24,05-20-24
5321,103,631,4,35,1,1.0,4.0,45828.67,39851.02,5977.65,0.0,08-11-23,12-05-23
5322,411,1953,3,46,4,,1.0,52097.769999999997,45302.41,6795.36,0.0,12-27-24,02-02-25
5323,128,1613,2,31,1,3.0,1.0,2968.9000000000001,3110.64,466.6,608.34,01-06-25,02-10-25
5324,396,710,4,17,1,4.0,3.0,4281.24,3722.82,558.42,0.0,06-29-24,05-13-25
5325,43,207,3,47,2,3.0,1.0,3427.6199999999999,3013.39,452.01,37.78,01-19-25,04-01-25
5326,463,1971,2,2,1,5.0,5.0,13801.93,12001.68,1800.25,0.0,08-07-23,06-01-25
5327,282,1147,4,11,5,2.0,4.0,50065.96000000000,44260.3,6639.05,833.39,07-25-24,12-06-24
5328,378,841,1,17,4,3.0,5.0,23338.28,20294.16,3044.12,0.0,10-15-23,11-03-24
5329,134,759,1,6,2,1.0,2.0,38328.56,39775.24,5966.29,7412.97,03-27-24,06-15-25
5330,252,1185,1,47,3,1.0,1.0,900.61,783.14,117.47,0.0,02-09-25,05-14-25
5331,227,685,4,41,5,3.0,3.0,23219.130000000001,20190.55,3028.58,0.0,06-18-24,06-18-24
5332,108,344,3,23,1,,3.0,13448.58,13081.65,1962.25,1595.32,07-29-23,03-01-24
5333,84,825,1,46,1,1.0,1.0,16613.37,14926.26,2238.94,551.83,01-06-25,01-16-25
5334,96,1940,5,1,5,1.0,5.0,14530.68,12635.37,1895.31,0.0,04-18-24,12-23-24
5335,133,1346,1,8,4,1.0,4.0,8450.870000000001,7348.58,1102.29,0.0,12-10-24,12-15-24
5336,318,355,5,49,5,1.0,3.0,45320.48,39409.11,5911.37,0.0,01-15-25,03-23-25
5337,485,1040,5,6,2,1.0,1.0,9593.96,8342.57,1251.39,0.0,11-12-23,04-07-25
5338,377,953,4,32,5,5.0,5.0,11310.19,11155.68,1673.35,1518.84,06-07-24,09-09-24
5339,66,1637,4,14,1,2.0,4.0,24275.790000000001,24469.3,3670.39,3863.9,10-01-24,04-18-25
5340,22,1854,5,21,1,3.0,4.0,23751.410000000000,20653.4,3098.01,0.0,01-02-25,01-30-25
5341,82,253,2,30,3,3.0,5.0,45259.84,41544.59,6231.69,2516.44,10-17-24,10-23-24
5342,63,1229,1,41,3,4.0,3.0,19789.67,17208.41,2581.26,0.0,03-14-24,04-10-24
5343,277,1313,3,11,1,1.0,5.0,53837.629999999997,46815.33,7022.3,0.0,09-24-23,02-11-25
5344,65,1879,5,7,3,2.0,1.0,56097.54,48780.47,7317.07,0.0,05-26-24,04-26-25
5345,450,1003,5,5,2,5.0,2.0,33304.14000000000,29985.57,4497.84,1179.27,06-23-24,03-10-25
5346,83,324,5,33,3,5.0,3.0,22260.52,19356.97,2903.55,0.0,05-21-25,05-21-25
5347,190,246,4,35,4,3.0,,5599.94,5629.99,844.5,874.55,07-25-24,07-25-24
5348,218,1158,3,41,4,1.0,5.0,3650.6,3384.04,507.61,241.05,10-15-24,03-16-25
5349,379,55,4,40,2,3.0,1.0,21166.95,18406.04,2760.91,0.0,02-14-25,03-25-25
5350,187,527,5,41,4,2.0,5.0,42397.379999999997,36867.29,5530.09,0.0,10-28-23,03-02-25
5351,54,1340,1,48,2,5.0,1.0,18071.85,15714.65,2357.2,0.0,07-10-23,01-19-25
5352,240,360,5,32,2,2.0,5.0,20015.86,19081.99,2862.3,1928.43,01-14-25,02-11-25
5353,217,221,4,5,1,5.0,1.0,13398.12,11650.54,1747.58,0.0,04-16-24,06-16-25
5354,111,1078,5,12,1,2.0,2.0,219.75,191.09,28.66,0.0,09-10-23,06-29-24
5355,213,307,2,12,3,2.0,3.0,15949.34,13868.99,2080.35,0.0,02-27-24,04-20-24
5356,295,1107,5,14,2,2.0,2.0,5623.98,4890.42,733.56,0.0,02-23-25,03-19-25
5357,222,1119,3,27,2,3.0,2.0,2341.24,2035.86,305.38,0.0,03-22-24,05-08-25
5358,403,1800,2,18,3,1.0,1.0,52523.0,45672.17,6850.83,0.0,06-21-24,03-14-25
5359,138,1383,1,8,3,4.0,1.0,22195.52,20905.53,3135.83,1845.84,05-21-25,05-21-25
5360,142,802,5,43,2,1.0,3.0,30189.46,26251.7,3937.76,0.0,02-05-25,04-04-25
5361,362,1219,2,30,4,1.0,3.0,3112.37,3229.44,484.42,601.49,11-10-23,01-05-25
5362,68,1474,4,25,3,5.0,3.0,49052.05,42653.96,6398.09,0.0,12-20-24,04-08-25
5363,448,614,3,13,5,3.0,1.0,530.77,541.1,81.17,91.5,12-29-24,06-17-25
5364,159,204,3,48,5,1.0,4.0,9135.97,7944.32,1191.65,0.0,09-28-24,04-08-25
5365,63,838,2,26,3,2.0,4.0,2630.23,2287.16,343.07,0.0,04-08-25,04-14-25
5366,295,1370,3,42,2,4.0,3.0,397.61,345.75,51.86,0.0,04-17-25,05-07-25
5367,367,1772,1,9,1,1.0,4.0,34794.66,30256.23,4538.43,0.0,04-02-25,06-03-25
5368,196,801,2,44,1,5.0,1.0,48838.379999999997,42468.16,6370.22,0.0,04-12-25,06-09-25
5369,239,153,5,42,4,5.0,1.0,32632.29,28375.9,4256.39,0.0,11-06-23,01-28-25
5370,385,818,3,46,5,2.0,1.0,22668.25,19711.52,2956.73,0.0,09-09-24,12-20-24
5371,399,503,5,13,5,,5.0,6075.51,5283.05,792.46,0.0,11-24-24,11-24-24
5372,459,1781,2,4,1,3.0,2.0,44199.76,38434.57,5765.19,0.0,07-12-24,05-23-25
5373,134,120,3,7,4,1.0,2.0,16629.770000000000,15711.57,2356.74,1438.54,08-10-24,02-03-25
5374,279,76,3,12,2,2.0,2.0,47479.18,41286.24,6192.94,0.0,01-11-24,01-11-24
5375,31,1215,3,8,2,3.0,5.0,5276.07,5478.67,821.8,1024.4,08-05-24,06-01-25
5376,287,1826,2,39,4,4.0,2.0,21006.900000000001,18266.87,2740.03,0.0,07-04-24,08-18-24
5377,363,1422,5,4,1,4.0,4.0,39401.42,37821.46,5673.22,4093.26,07-28-24,05-30-25
5378,100,1704,4,27,4,2.0,1.0,1396.31,1214.18,182.13,0.0,07-20-24,10-22-24
5379,33,2,5,49,5,5.0,1.0,749.44,651.69,97.75,0.0,01-12-24,01-14-24
5380,482,1714,5,35,3,1.0,4.0,8442.17,8747.41,1312.11,1617.35,08-09-24,05-23-25
5381,362,6,2,31,1,,3.0,24462.27,21271.54,3190.73,0.0,11-24-24,12-16-24
5382,111,1549,3,47,3,4.0,1.0,43754.64,39456.22,5918.43,1620.01,10-23-24,12-16-24
5383,170,531,1,1,3,4.0,1.0,28689.560000000001,24947.44,3742.12,0.0,11-30-23,03-23-25
5384,348,1021,5,10,3,4.0,5.0,16165.610000000001,14684.71,2202.71,721.81,07-25-24,10-12-24
5385,112,1438,3,9,2,4.0,5.0,38638.19,36253.5,5438.02,3053.33,10-31-23,10-31-23
5386,343,1528,3,43,4,1.0,2.0,2042.1099999999999,1775.75,266.36,0.0,08-28-24,06-01-25
5387,479,1245,2,33,1,4.0,5.0,19916.57,17864.52,2679.68,627.63,03-18-24,12-07-24
5388,208,1822,3,29,2,5.0,5.0,6227.03,5903.01,885.45,561.43,09-11-23,01-06-24
5389,440,1628,1,46,2,4.0,4.0,12063.15,10661.1,1599.16,197.11,01-14-24,05-24-25
5390,95,740,2,16,5,2.0,5.0,14346.88,12475.55,1871.33,0.0,12-25-24,02-13-25
5391,54,1729,5,33,2,2.0,3.0,51841.019999999997,45079.15,6761.87,0.0,02-09-24,02-09-24
5392,54,841,5,15,2,5.0,5.0,51864.11,45099.23,6764.88,0.0,04-24-24,05-10-24
5393,366,1808,5,43,3,2.0,1.0,37333.88,37657.08,5648.56,5971.76,11-27-23,06-04-24
5394,248,1254,2,34,1,3.0,1.0,25560.97,22226.93,3334.04,0.0,10-10-23,07-15-24
5395,311,1363,3,17,5,3.0,3.0,54364.56,47273.53,7091.03,0.0,12-12-23,02-17-24
5396,84,1614,1,17,5,5.0,4.0,16415.55,14274.39,2141.16,0.0,07-20-23,02-12-24
5397,356,117,4,33,2,1.0,5.0,37381.32,32505.5,4875.82,0.0,05-11-25,05-20-25
5398,225,246,4,42,5,4.0,1.0,11235.2,9769.74,1465.46,0.0,03-13-25,04-20-25
5399,197,1479,4,6,4,2.0,1.0,15150.969999999999,13174.76,1976.21,0.0,11-08-24,02-27-25
5400,64,759,1,6,1,3.0,5.0,11180.6,9722.26,1458.34,0.0,01-26-25,01-26-25
5401,301,1370,4,22,1,,1.0,35082.45,30506.48,4575.97,0.0,06-24-23,04-22-24
5402,262,565,1,48,1,2.0,1.0,12457.450000000001,12103.89,1815.58,1462.02,11-07-23,10-27-24
5403,22,45,5,10,1,3.0,2.0,1151.31,1154.55,173.18,176.42,11-03-24,02-22-25
5404,92,93,2,22,1,1.0,2.0,17414.07,17341.05,2601.16,2528.14,01-22-24,08-04-24
5405,273,963,2,45,5,1.0,5.0,1487.8900000000001,1293.82,194.07,0.0,08-15-23,05-08-24
5406,391,308,2,45,1,5.0,2.0,45436.29,39509.82,5926.47,0.0,05-24-25,06-03-25
5407,31,1596,2,3,3,2.0,4.0,54658.75,47529.35,7129.4,0.0,09-04-24,01-07-25
5408,167,150,5,2,3,4.0,4.0,8151.700000000000,7309.88,1096.48,254.66,04-09-25,06-04-25
5409,151,1941,1,5,1,2.0,,37727.849999999999,32806.83,4921.02,0.0,03-20-25,06-15-25
5410,156,1567,1,49,2,2.0,5.0,17745.17,16611.1,2491.66,1357.59,08-03-24,10-06-24
5411,208,1535,1,14,4,1.0,5.0,38826.64,37507.92,5626.19,4307.47,04-04-25,06-01-25
5412,97,109,5,49,4,5.0,4.0,31635.14,27508.82,4126.32,0.0,01-18-24,02-15-25
5413,215,1029,2,2,5,5.0,4.0,24125.04,20978.3,3146.74,0.0,10-20-23,10-20-23
5414,123,1169,4,44,4,3.0,3.0,6300.41,5478.62,821.79,0.0,01-07-24,06-05-24
5415,24,745,2,19,1,3.0,5.0,48367.28,42270.22,6340.53,243.47,10-28-24,04-15-25
5416,446,653,1,43,5,2.0,4.0,52004.68,45221.46,6783.22,0.0,07-24-23,07-24-23
5417,266,649,5,38,2,2.0,2.0,56193.06,48863.53,7329.53,0.0,09-29-23,01-19-25
5418,384,1681,5,1,1,5.0,2.0,4716.050000000000,4589.27,688.39,561.61,05-13-24,03-07-25
5419,232,530,2,25,3,2.0,2.0,45367.120000000003,39449.67,5917.45,0.0,10-14-24,11-24-24
5420,107,1323,2,8,5,3.0,2.0,25550.080000000002,22217.46,3332.62,0.0,04-23-24,07-08-24
5421,353,1345,2,18,3,2.0,4.0,30508.9,26529.48,3979.42,0.0,03-28-25,05-30-25
5422,356,1848,2,19,1,,2.0,15052.530000000001,13089.16,1963.37,0.0,07-25-23,01-04-25
5423,453,1398,5,14,4,4.0,5.0,36989.85,32165.09,4824.76,0.0,08-09-23,11-24-23
5424,408,1222,5,26,4,5.0,3.0,34422.18,29932.33,4489.85,0.0,07-13-23,01-01-24
5425,434,1279,3,40,1,2.0,1.0,6479.22,5634.1,845.12,0.0,07-15-23,09-07-24
5426,130,547,4,8,1,5.0,1.0,47977.050000000003,41719.17,6257.88,0.0,02-06-25,06-17-25
5427,352,508,5,8,5,2.0,2.0,45754.45,45559.02,6833.85,6638.42,05-26-25,05-28-25
5428,367,1025,4,6,5,3.0,3.0,29085.21,26799.27,4019.89,1733.95,04-19-24,12-02-24
5429,488,344,5,1,1,5.0,1.0,427.86000000000001,398.53,59.78,30.45,11-09-23,04-09-24
5430,155,1840,5,40,5,2.0,2.0,20467.67,18667.83,2800.17,1000.33,06-13-25,06-19-25
5431,381,921,4,10,2,5.0,1.0,17494.19,15212.34,2281.85,0.0,08-13-24,01-17-25
5432,408,1241,2,18,3,5.0,2.0,39207.66,34093.62,5114.04,0.0,01-22-25,05-22-25
5433,385,272,4,32,1,4.0,5.0,22055.3,19178.52,2876.78,0.0,01-05-25,02-19-25
5434,126,1310,3,26,1,5.0,1.0,5073.73,4411.94,661.79,0.0,01-26-25,01-26-25
5435,253,939,3,36,3,2.0,2.0,38193.98,33212.16,4981.82,0.0,05-23-25,06-17-25
5436,356,1111,3,44,1,4.0,4.0,4037.73,3511.07,526.66,0.0,01-19-25,03-19-25
5437,322,959,5,29,2,4.0,3.0,38861.92,33792.97,5068.95,0.0,03-09-25,04-02-25
5438,371,43,4,48,2,3.0,4.0,1759.27,1529.8,229.47,0.0,12-13-24,06-16-25
5439,457,1678,4,1,2,4.0,1.0,55162.82,47967.67,7195.15,0.0,01-23-25,02-26-25
5440,264,14,2,10,4,1.0,5.0,54106.12,47048.8,7057.32,0.0,10-15-23,10-15-23
5441,113,517,4,10,5,2.0,3.0,4100.24,3565.43,534.81,0.0,07-14-23,01-13-25
5442,28,930,1,5,5,1.0,2.0,9900.99,8609.56,1291.43,0.0,03-27-24,03-27-24
5443,178,1917,4,2,5,1.0,1.0,45053.63,39177.07,5876.56,0.0,04-02-24,12-04-24
5444,387,254,1,42,4,2.0,4.0,28418.130000000001,25477.76,3821.66,881.29,03-11-25,05-28-25
5445,70,623,3,43,5,,3.0,15053.920000000000,14014.24,2102.14,1062.46,03-10-25,06-07-25
5446,236,1815,2,48,2,3.0,4.0,44144.07,39065.74,5859.86,781.53,11-27-24,11-28-24
5447,464,212,2,7,1,5.0,2.0,55736.37,48466.41,7269.96,0.0,04-26-25,05-23-25
5448,321,1198,3,50,5,4.0,5.0,14917.55,14067.51,2110.13,1260.09,07-21-24,11-17-24
5449,233,261,1,15,2,2.0,5.0,42322.06,36801.79,5520.27,0.0,04-18-25,06-18-25
5450,478,57,2,34,4,3.0,3.0,6335.27,5508.93,826.34,0.0,01-11-25,05-08-25
5451,422,1783,2,22,4,5.0,3.0,56991.7,49558.0,7433.7,0.0,02-11-24,02-27-25
5452,105,1281,5,8,4,3.0,,17767.570000000000,15734.2,2360.13,326.76,01-08-25,04-07-25
5453,261,1884,3,34,5,5.0,5.0,17853.37,15898.52,2384.78,429.93,01-31-24,04-29-25
5454,188,1522,3,21,2,4.0,1.0,55482.879999999997,48245.98,7236.9,0.0,07-24-23,06-01-25
5455,216,76,1,30,4,2.0,4.0,37167.68,32319.72,4847.96,0.0,04-16-24,01-24-25
5456,358,1971,3,37,1,1.0,1.0,1289.0,1234.83,185.22,131.05,06-16-24,07-18-24
5457,430,1405,5,33,4,4.0,1.0,28104.880000000001,24439.03,3665.85,0.0,08-03-23,02-17-25
5458,344,909,2,43,1,1.0,1.0,17782.23,15462.81,2319.42,0.0,07-04-24,02-19-25
5459,14,1624,1,42,3,2.0,3.0,10624.430000000000,11035.46,1655.32,2066.35,08-19-24,05-06-25
5460,297,1898,3,28,4,5.0,5.0,8563.69,7503.48,1125.52,65.31,02-14-24,05-16-24
5461,481,1628,2,40,1,3.0,5.0,52593.81,45733.75,6860.06,0.0,06-10-25,06-10-25
5462,280,1890,4,3,4,3.0,4.0,15413.31,13402.88,2010.43,0.0,05-03-24,07-04-24
5463,233,243,4,27,2,3.0,3.0,44509.99,45873.14,6880.97,8244.12,05-23-24,05-23-24
5464,56,1495,5,34,5,,3.0,34902.22,30349.76,4552.46,0.0,12-26-24,03-16-25
5465,16,793,5,10,1,1.0,5.0,47847.97,41606.93,6241.04,0.0,01-03-24,04-15-24
5466,206,1417,4,12,5,3.0,3.0,32776.5,34081.95,5112.29,6417.74,09-23-23,11-29-24
5467,171,1785,3,49,5,1.0,4.0,19463.0,16924.35,2538.65,0.0,06-24-24,05-19-25
5468,22,1086,3,14,4,5.0,3.0,5655.9399999999996,4918.21,737.73,0.0,12-14-23,01-14-25
5469,211,971,2,39,2,3.0,2.0,29909.310000000001,26008.1,3901.21,0.0,06-23-24,01-06-25
5470,257,320,3,21,2,1.0,5.0,39004.46,33916.92,5087.54,0.0,04-13-25,04-21-25
5471,195,134,5,12,3,5.0,5.0,23586.560000000001,20510.05,3076.51,0.0,06-23-23,04-19-24
5472,483,1633,1,50,5,2.0,1.0,12569.41,12193.36,1829.0,1452.95,09-22-23,12-06-24
5473,255,762,1,16,4,5.0,5.0,3386.76,2945.01,441.75,0.0,08-02-24,08-09-24
5474,82,1996,2,42,5,1.0,3.0,44090.51,38339.57,5750.94,0.0,07-25-24,10-30-24
5475,34,1176,4,18,3,3.0,1.0,12725.690000000001,11065.82,1659.87,0.0,04-25-25,05-31-25
5476,426,1269,3,38,3,1.0,1.0,47235.74,41074.56,6161.18,0.0,10-09-24,10-25-24
5477,146,1732,2,6,5,4.0,4.0,10037.209999999999,8728.01,1309.2,0.0,05-28-24,01-08-25
5478,203,846,3,34,1,2.0,2.0,25744.51,22386.53,3357.98,0.0,08-14-24,09-08-24
5479,8,820,3,2,4,5.0,5.0,19700.18,17130.59,2569.59,0.0,02-20-25,04-07-25
5480,4,1364,4,26,3,1.0,4.0,47928.24,45363.24,6804.49,4239.49,11-25-23,04-21-25
5481,26,1112,2,10,5,5.0,5.0,13433.72,11681.5,1752.22,0.0,05-05-24,06-03-24
5482,163,400,4,5,2,3.0,2.0,48364.989999999998,42056.51,6308.48,0.0,06-10-25,06-13-25
5483,330,1580,5,38,5,5.0,1.0,16875.3,14674.17,2201.13,0.0,04-01-24,02-25-25
5484,360,24,1,47,4,2.0,1.0,26408.009999999998,27288.11,4093.22,4973.32,12-04-23,12-04-23
5485,185,399,2,47,5,3.0,3.0,32505.61,28265.75,4239.86,0.0,01-04-24,04-23-24
5486,35,844,2,16,5,1.0,3.0,15056.55,13092.65,1963.9,0.0,09-22-23,08-27-24
5487,253,1464,5,8,3,5.0,3.0,27226.85,23675.52,3551.33,0.0,12-27-24,04-13-25
5488,81,1185,5,33,4,5.0,2.0,20798.99,18086.08,2712.91,0.0,02-15-25,03-19-25
5489,376,1004,2,29,2,4.0,2.0,30234.91,27617.73,4142.66,1525.48,03-11-25,04-28-25
5490,237,366,4,6,2,4.0,3.0,41654.87,38281.15,5742.17,2368.45,06-30-24,02-19-25
5491,63,119,2,38,1,5.0,,9515.11,8274.01,1241.1,0.0,12-28-24,02-08-25
5492,261,608,2,29,1,3.0,1.0,17908.96,15573.01,2335.95,0.0,07-05-23,12-03-23
5493,470,1864,3,28,4,1.0,1.0,36945.99,32126.95,4819.04,0.0,03-08-24,01-07-25
5494,391,540,5,1,3,1.0,5.0,39937.5,34728.26,5209.24,0.0,10-03-24,12-10-24
5495,425,879,1,33,4,1.0,5.0,55430.7,48200.61,7230.09,0.0,12-09-24,04-27-25
5496,329,427,2,14,1,,4.0,8836.02,7683.5,1152.52,0.0,12-11-23,06-01-25
5497,470,772,4,15,4,1.0,5.0,20688.74,21032.25,3154.84,3498.35,04-13-24,07-31-24
5498,229,614,4,18,5,3.0,2.0,53625.81,46631.14,6994.67,0.0,07-25-23,05-22-25
5499,454,835,2,2,1,5.0,2.0,25985.310000000001,22595.92,3389.39,0.0,10-12-23,03-04-25
